presence,retailers,type,name,brand,min_price,max_price,sample_url
1,El Catador,tinto,E. Guigal Côtes du Rhône Rouge,E. Guigal,1800,1800,https://elcatador.com/products/e-guigal-cotes-du-rhone-rouge
1,El Catador,tinto,E.Guigal Châteauneuf-du-Pape,E. Guigal,5300,5300,https://elcatador.com/products/e-guigal-chateauneuf-du-pape
1,El Catador,tinto,El Andén de la Estación,Muga,1590,1590,https://elcatador.com/products/el-anden-de-la-estacion
1,El Catador,tinto,El Vínculo Crianza,Alejandro Fernandez,1590,1590,https://elcatador.com/products/el-vinculo-crianza
1,El Catador,tinto,Emilio Moro 375 ml,Emilio Moro,1550,1550,https://elcatador.com/products/emilio-moro-375-ml
1,El Catador,tinto,Emilio Moro Finca Resalso,Emilio Moro,1495,1495,https://elcatador.com/products/emilio-moro-finca-resalso
1,El Catador,tinto,Emilio Moro Malleolus,Emilio Moro,4590,4590,https://elcatador.com/products/emilio-moro-malleolus
1,El Catador,tinto,Emilio Moro Malleolus 1.5 litros,Emilio Moro,10400,10400,https://elcatador.com/products/emilio-moro-malleolus-1-5-litros
1,El Catador,tinto,Emilio Moro Malleolus 3 litros,Emilio Moro,18500,18500,https://elcatador.com/products/emilio-moro-malleolus-3-litros
1,El Catador,tinto,Emilio Moro Malleolus de Sanchomartín,Emilio Moro,17200,17200,https://elcatador.com/products/emilio-moro-malleolus-de-sanchomartin
1,El Catador,tinto,Emilio Moro Malleolus de Sanchomartín 1.5 litros,Emilio Moro,25800,25800,https://elcatador.com/products/emilio-moro-malleolus-de-sanchomartin-1-5-litros
1,El Catador,tinto,Emilio Moro Malleolus de Valderramiro,Emilio Moro,11980,11980,https://elcatador.com/products/emilio-moro-malleolus-de-valderramiro
1,El Catador,tinto,Emmolo Napa Valley Merlot,Wagner Family of Wines,5800,5800,https://elcatador.com/products/emmolo-napa-valley-merlot
1,Licoteca,tinto,Estuche Habla del Silencio 2 botellas + 2 copas,,41,41,https://licotecaonline.com/producto/estuche-habla-del-silencio-2-botellas-2-copas/
1,Licoteca,tinto,Estuche Madera Matarromera 0.75L Crianza 2 botellas,,43,43,https://licotecaonline.com/producto/estuche-madera-matarromera-0-75l-crianza-2-botellas/
1,Licoteca,tinto,Estuche Marqués de Cáceres Rioja 0.75L 3 Botellas,,17,17,https://licotecaonline.com/producto/estuche-marques-de-caceres-rioja-3/
1,Licoteca,tinto,Estuche Metálico Marqués de Riscal 0.75L,,16,16,https://licotecaonline.com/producto/estuche-metalico-marques-de-riscal-0-75-l/
1,Licoteca,tinto,Estuche Muga Crianza 3 botellas,,50,50,https://licotecaonline.com/producto/estuche-muga-crianza-3-botellas/
1,Licoteca,tinto,Estuche Pago de Carraovejas 0.75L 3 Botellas,,120,120,https://licotecaonline.com/producto/estuche-3-botellas-pago-carraovejas-2018/
1,Licoteca,tinto,Estuche Protos 0.75L Reserva 2 botellas y 2 copas,,54,54,https://licotecaonline.com/producto/estuche-protos-reserva-5-ano-2-botellas-2-copas/
1,Licoteca,tinto,Estuche Protos Reserva 0.75L + Copa,,26,26,https://licotecaonline.com/producto/estuche-protos-reserva-0-75l-copa/
1,Licoteca,tinto,Estuche Vino Carmelo Rodero 9 Meses 3 Botellas,,50,50,https://licotecaonline.com/producto/estuche-vino-carmelo-rodero-9-meses-3-botellas/
1,Licoteca,tinto,Estuche Vino Cepa 21 0.75 + Copa,,19,19,https://licotecaonline.com/producto/estuche-vino-cepa-21-0-75-copa/
1,Licoteca,tinto,Estuche Vino Hito 0.75L + copa,,14,14,https://licotecaonline.com/producto/estuche-hito-copa/
1,Licoteca,tinto,Estuche Vino Malleolus 1 botella+2 copas+sacacorchos,,45,45,https://licotecaonline.com/producto/estuche-vino-malleolus-1-botella2-copassacacorchos/
1,Licoteca,tinto,Estuche Vino Muga Selección Especial 0.75L,,57,57,https://licotecaonline.com/producto/estuche-muga-reserva-madera-2-botellas/
1,Licoteca,tinto,Estuche Vino Muga Selección Especial 0.75L 2 Bot + 2C,,63,63,https://licotecaonline.com/producto/estuche-muga-selecion-especial-0-75-l-2-bot-2-c/
1,Licoteca,tinto,Estuche Vino Pruno 1.5L Metálico,,33,33,https://licotecaonline.com/producto/estuche-vino-pruno-1-5-l-metalico/
1,Licoteca,tinto,Estuche Vino viña Tondonia Metálico 0.75L,,45,45,https://licotecaonline.com/producto/vino-vina-tondonia-estuche-metalico/
1,El Catador,tinto,Far Niente Napa Valley Cabernet Sauvignon 2018,Far Niente,12980,12980,https://elcatador.com/products/far-niente-napa-valley-cabernet-sauvignon
1,El Catador,tinto,Finca Villacreces,Finca Villacreces,3095,3095,https://elcatador.com/products/finca-villacreces
1,El Catador,tinto,Finca Villacreces Pruno,Finca Villacreces,1650,1650,https://elcatador.com/products/finca-villacreces-pruno
1,El Catador,tinto,Flaccianello Della Pieve 2018,Fontodi,14450,14450,https://elcatador.com/products/flaccianello-della-pieve
1,El Catador,tinto,Fontodi Chianti Classico,Fontodi,4450,4450,https://elcatador.com/products/fontodi-chianti-classico
1,El Catador,tinto,Fontodi Vigna Del Sorbo,Fontodi,7680,7680,https://elcatador.com/products/fontodi-vigna-del-sorbo
1,El Catador,tinto,Four Vines The Biker Old Vine Zinfandel,Four Vines,1790,1790,https://elcatador.com/products/four-vines-the-biker-old-vine-zinfandel
1,El Catador,tinto,Frontera After Midnight Red Blend,Concha y Toro,595,595,https://elcatador.com/products/frontera-after-midnight-red-blend
1,El Catador,tinto,Frontera Merlot,Concha y Toro,595,595,https://elcatador.com/products/frontera-merlot
1,El Catador,tinto,Frontera Sweet Red,Concha y Toro,595,595,https://elcatador.com/products/frontera-sweet-red
1,Curda 24,tinto,Fuego Austral Cabernet Sauvignon 2019,,10,10,https://curda24.com/tienda/licoreria-delivery/licores/fuego-austral-cabernet-sauvignon-2019/
1,El Catador,tinto,Georges Duboeuf Beaujolais Villages,Georges Duboeuf,1690,1690,https://elcatador.com/products/georges-duboeuf-beaujolais-villages
1,El Catador,tinto,Georges Duboeuf Chateauneuf du Pape,Georges Duboeuf,4750,4750,https://elcatador.com/products/georges-duboeuf-chateauneuf-du-pape
1,El Catador,tinto,Georges Duboeuf Côtes du Rhône,Georges Duboeuf,1290,1290,https://elcatador.com/products/georges-duboeuf-cotes-du-rhone
1,El Catador,tinto,Georges Duboeuf Juliénas,Georges Duboeuf,1540,1540,https://elcatador.com/products/georges-duboeuf-julienas
1,El Catador,tinto,Glorioso Gran Reserva,Glorioso,3450,3450,https://elcatador.com/products/glorioso-gran-reserva
1,El Catador,tinto,Glorioso Selección Especial 100 Años,Glorioso,1550,1550,https://elcatador.com/products/glorioso-seleccion-especial-100-anos
1,El Catador,tinto,Goulée by Cos d'Estournel,Château Cos d'Estournel,3800,3800,https://elcatador.com/products/goulee-by-cos-destournel-1
